id	url	name	name	street_address	locality	region	postal_code	acres	counties	adopted_2017_standards_&_practices	number_of_board_members	number_of_full_time_staff	number_of_supporters	number_of_volunteers	year_first_joined	features
land-trust-of-virginia-va	https://findalandtrust.org/land-trusts/explore/land-trust-of-virginia-va	Land Trust of Virginia	Land Trust of Virginia	119 The Plains Rd Ste 200	Middleburg	VA	20117-2691	25,618	Accomack, Albemarle, Alleghany, Amelia, Amherst, Appomattox, Arlington, Augusta, Bath, Bedford, Bland, Botetourt, Brunswick, Buchanan, Buckingham, Campbell, Caroline, Carroll, Charles City, Charlotte, Chesterfield, Clarke, Craig, Culpeper, Cumberland, Dickenson, Dinwiddie, Essex, Fairfax, Fauquier, Floyd, Fluvanna, Franklin, Frederick, Giles, Gloucester, Goochland, Grayson, Greene, Greensville, Halifax, Hanover, Henrico, Henry, Highland, Isle of Wight, James City, King and Queen, King George, King William, Lancaster, Lee, Loudoun, Louisa, Lunenburg, Madison, Mathews, Mecklenburg, Middlesex, Montgomery, Nelson, New Kent, Northampton, Northumberland, Nottoway, Orange, Page, Patrick, Pittsylvania, Powhatan, Prince Edward, Prince George, Prince William, Pulaski, Rappahannock, Richmond, Roanoke, Rockbridge, Rockingham, Russell, Scott, Shenandoah, Smyth, Southampton, Spotsylvania, Stafford, Surry, Sussex, Tazewell, Warren, Washington, Westmoreland, Wise, Wythe, York, Alexandria, Bedford, Bristol, Buena Vista, Charlottesville	Yes	15	8	3,424	45	1996	Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
norfolk-land-trust-ct	https://findalandtrust.org/land-trusts/explore/norfolk-land-trust-ct	Norfolk Land Trust	Norfolk Land Trust	PO Box 363	Norfolk	CT	06058-0363	4,339	Litchfield	Yes	12		185	25	1997	Public Access|Volunteer Opportunities
windmill-hill-pinnacle-association-vt	https://findalandtrust.org/land-trusts/explore/windmill-hill-pinnacle-association-vt	Windmill Hill Pinnacle Association	Windmill Hill Pinnacle Association	PO Box 584	Saxtons River	VT	05154-0584	4,115	Windham	Yes	16		1,066	24	2002	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
prickly-pear-land-trust-mt	https://findalandtrust.org/land-trusts/explore/prickly-pear-land-trust-mt	Prickly Pear Land Trust	Prickly Pear Land Trust	PO Box 892	Helena	MT	59624-0892	10,067	Broadwater, Jefferson, Lewis and Clark, Powell	Yes	14	7	1	130	1996	Public Access|Volunteer Opportunities
land-conservancy-of-adams-county-pa	https://findalandtrust.org/land-trusts/explore/land-conservancy-of-adams-county-pa	Land Conservancy of Adams County	Land Conservancy of Adams County	PO Box 4584	Gettysburg	PA	17325-4584	11,967	Adams	Yes	13	1	560	45	1996	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
middlebury-land-trust-inc-ct	https://findalandtrust.org/land-trusts/explore/middlebury-land-trust-inc-ct	Middlebury Land Trust, Inc.	Middlebury Land Trust, Inc.	PO Box 193	Middlebury	CT	06762-0193	2,122	Litchfield, New Haven	Yes	18		128	2	2003	Public Access|Volunteer Opportunities
eagle-valley-land-trust-co	https://findalandtrust.org/land-trusts/explore/eagle-valley-land-trust-co	Eagle Valley Land Trust	Eagle Valley Land Trust	PO Box 3016	Edwards	CO	81632-3016	13,160	Eagle	Yes	16	3	350	30	1996	Volunteer Opportunities|Agricultural Land|Wildlife Habitat
foothills-conservancy-of-north-carolina-nc	https://findalandtrust.org/land-trusts/explore/foothills-conservancy-of-north-carolina-nc	Foothills Conservancy of North Carolina	Foothills Conservancy of North Carolina	204 Avery Ave	Morganton	NC	28655-3103	63,754	Alexander, Burke, Caldwell, Catawba, Cleveland, Lincoln, McDowell, Rutherford	Yes	18	7	1,500	87	1996	Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
glacial-lakes-conservancy-wi	https://findalandtrust.org/land-trusts/explore/glacial-lakes-conservancy-wi	Glacial Lakes Conservancy	Glacial Lakes Conservancy	529 Ontario Ave	Sheboygan	WI	53081-4151	1,804	Calumet, Fond du Lac, Kewaunee, Manitowoc, Sheboygan	Yes	13	1	270	25	1998	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
pennsbury-land-trust-pa	https://findalandtrust.org/land-trusts/explore/pennsbury-land-trust-pa	Pennsbury Land Trust	Pennsbury Land Trust	702 Baltimore Pike	Chadds Ford	PA	19317-9346	302	Chester	Yes	11		98	7	1996	Volunteer Opportunities
duxbury-land-trust-vt	https://findalandtrust.org/land-trusts/explore/duxbury-land-trust-vt	Duxbury Land Trust	Duxbury Land Trust	PO Box 56	Waterbury	VT	05676-0056	493	Washington	Yes	9		80		2010	Trails|Public Access|Agricultural Land|Forests|Wildlife Habitat
new-hartford-land-trust-ct	https://findalandtrust.org/land-trusts/explore/new-hartford-land-trust-ct	New Hartford Land Trust	New Hartford Land Trust	PO Box 272	New Hartford	CT	06057-0272	627	Litchfield	Yes	12		250	50	1990	Public Access|Volunteer Opportunities
san-bernardino-mountains-land-trust-ca	https://findalandtrust.org/land-trusts/explore/san-bernardino-mountains-land-trust-ca	San Bernardino Mountains Land Trust	San Bernardino Mountains Land Trust	PO Box 490	Lake Arrowhead	CA	92352-0490	2,309	San Bernardino	Yes	6		200	20	1997	Public Access|Volunteer Opportunities
land-trust-of-the-treasure-valley-id	https://findalandtrust.org/land-trusts/explore/land-trust-of-the-treasure-valley-id	Land Trust of the Treasure Valley	Land Trust of the Treasure Valley	PO Box 106	Boise	ID	83701-0106	1,056	Ada, Boise, Canyon, Elmore, Gem, Owyhee, Payette	Yes	10	5	650	200	1996	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
santa-lucia-conservancy-ca	https://findalandtrust.org/land-trusts/explore/santa-lucia-conservancy-ca	Santa Lucia Conservancy	Santa Lucia Conservancy	26700 Rancho San Carlos Rd	Carmel	CA	93923-7998	18,090	Monterey	Yes	13	4	11	15	1999	Public Access|Volunteer Opportunities
la-porte-county-conservation-trust-in	https://findalandtrust.org/land-trusts/explore/la-porte-county-conservation-trust-in	La Porte County Conservation Trust	La Porte County Conservation Trust	PO Box 367	La Porte	IN	46352-0367	85	La Porte	Yes	8		54	46	1997	Public Access|Volunteer Opportunities
lackawanna-valley-conservancy-pa	https://findalandtrust.org/land-trusts/explore/lackawanna-valley-conservancy-pa	Lackawanna Valley Conservancy	Lackawanna Valley Conservancy	PO Box 368	Scranton	PA	18501-0368	236	Lackawanna, Luzerne, Susquehanna, Wayne	Yes	13		60	8	1997	Public Access|Volunteer Opportunities
keweenaw-land-trust-mi	https://findalandtrust.org/land-trusts/explore/keweenaw-land-trust-mi	Keweenaw Land Trust	Keweenaw Land Trust	101 Quincy St, Ste 303	Hancock	MI	49930-1963	9,054	Baraga, Gogebic, Houghton, Iron, Keweenaw, Ontonagon	Yes	11	1	350	70	1997	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
countryside-conservancy-pa	https://findalandtrust.org/land-trusts/explore/countryside-conservancy-pa	Countryside Conservancy	Countryside Conservancy	PO Box 55	La Plume	PA	18440-0055	1,638	Lackawanna, Susquehanna, Wyoming	Yes	21	1	550	100	1995	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
kentucky-natural-lands-trust-ky	https://findalandtrust.org/land-trusts/explore/kentucky-natural-lands-trust-ky	Kentucky Natural Lands Trust	Kentucky Natural Lands Trust	433 Chestnut St	Berea	KY	40403-1510	52,891	Adair, Allen, Anderson, Ballard, Barren, Bath, Bell, Boone, Bourbon, Boyd, Boyle, Bracken, Breathitt, Breckinridge, Bullitt, Butler, Caldwell, Calloway, Campbell, Carlisle, Carroll, Carter, Casey, Christian, Clark, Clay, Clinton, Crittenden, Cumberland, Daviess, Edmonson, Elliott, Estill, Fayette, Fleming, Floyd, Franklin, Fulton, Gallatin, Garrard, Grant, Graves, Grayson, Green, Greenup, Hancock, Hardin, Harlan, Harrison, Hart, Henderson, Henry, Hickman, Hopkins, Jackson, Jefferson, Jessamine, Johnson, Kenton, Knott, Knox, Larue, Laurel, Lawrence, Lee, Leslie, Letcher, Lewis, Lincoln, Livingston, Logan, Lyon, McCracken, McCreary, McLean, Madison, Magoffin, Marion, Marshall, Martin, Mason, Meade, Menifee, Mercer, Metcalfe, Monroe, Montgomery, Morgan, Muhlenberg, Nelson, Nicholas, Ohio, Oldham, Owen, Owsley, Pendleton, Perry, Pike, Powell, Pulaski	Yes	15	6	2,700	20	1995	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
colorado-headwaters-land-trust-co	https://findalandtrust.org/land-trusts/explore/colorado-headwaters-land-trust-co	Colorado Headwaters Land Trust	Colorado Headwaters Land Trust	PO Box 1938	Granby	CO	80446-1938	18,371	Grand	Yes	10	1	260	2	1995	Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
deschutes-land-trust-or	https://findalandtrust.org/land-trusts/explore/deschutes-land-trust-or	Deschutes Land Trust	Deschutes Land Trust	210 NW Irving Ave Ste 102	Bend	OR	97703-2050	17,523	Crook, Deschutes, Jefferson, Klamath, Sherman, Wasco	Yes	11	12	1,742	250	1995	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
malpai-borderlands-group-az	https://findalandtrust.org/land-trusts/explore/malpai-borderlands-group-az	Malpai Borderlands Group	Malpai Borderlands Group	PO Box 3536	Douglas	AZ	85608-3536	34,000	Cochise	Yes	13		175	2	2007	Volunteer Opportunities
west-virginia-land-trust-wv	https://findalandtrust.org/land-trusts/explore/west-virginia-land-trust-wv	West Virginia Land Trust	West Virginia Land Trust	PO Box 11823	Charleston	WV	25339-1823	18,543	Barbour, Berkeley, Boone, Braxton, Brooke, Cabell, Calhoun, Clay, Doddridge, Fayette, Gilmer, Grant, Greenbrier, Hampshire, Hancock, Hardy, Harrison, Jackson, Jefferson, Kanawha, Lewis, Lincoln, Logan, McDowell, Marion, Marshall, Mason, Mercer, Mineral, Mingo, Monongalia, Monroe, Morgan, Nicholas, Ohio, Pendleton, Pleasants, Pocahontas, Preston, Putnam, Raleigh, Randolph, Ritchie, Roane, Summers, Taylor, Tucker, Tyler, Upshur, Wayne, Webster, Wetzel, Wirt, Wood, Wyoming	Yes	15	8	500	50	1995	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
endangered-habitats-conservancy-ca	https://findalandtrust.org/land-trusts/explore/endangered-habitats-conservancy-ca	Endangered Habitats Conservancy	Endangered Habitats Conservancy	4542 W Talmadge Dr	San Diego	CA	92116-4831	0	San Diego	Yes					2006	
freeport-conservation-trust-me	https://findalandtrust.org/land-trusts/explore/freeport-conservation-trust-me	Freeport Conservation Trust	Freeport Conservation Trust	PO Box 433	Freeport	ME	04032-0433	1,492	Cumberland	Yes	12		206	12	1990	Public Access|Volunteer Opportunities
interior-alaska-land-trust-ak	https://findalandtrust.org/land-trusts/explore/interior-alaska-land-trust-ak	Interior Alaska Land Trust	Interior Alaska Land Trust	PO Box 84169	Fairbanks	AK	99708-4169	2,913	Fairbanks North Star	Yes	8		194	22	1995	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
kongscut-land-trust-inc-ct	https://findalandtrust.org/land-trusts/explore/kongscut-land-trust-inc-ct	Kongscut Land Trust, Inc.	Kongscut Land Trust, Inc.	PO Box 1231	Glastonbury	CT	06033-6231	370	Hartford	Yes	12				2003	Public Access
tuckernuck-land-trust-ma	https://findalandtrust.org/land-trusts/explore/tuckernuck-land-trust-ma	Tuckernuck Land Trust	Tuckernuck Land Trust	PO Box 1093	Nantucket	MA	02554-1093	115	Nantucket	Yes	14		157	3	2014	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
hamden-land-conservation-trust-ct	https://findalandtrust.org/land-trusts/explore/hamden-land-conservation-trust-ct	Hamden Land Conservation Trust	Hamden Land Conservation Trust	PO Box 6185	Hamden	CT	06517-0185	104	New Haven	Yes	13		250	5	2003	Public Access|Volunteer Opportunities
haddam-land-trust-inc-ct	https://findalandtrust.org/land-trusts/explore/haddam-land-trust-inc-ct	Haddam Land Trust, Inc.	Haddam Land Trust, Inc.	PO Box 66	Haddam	CT	06438-0066	767	Fairfield, Hartford, Litchfield, Middlesex, New Haven, New London, Tolland, Windham	Yes	7		250	25	2003	Public Access|Volunteer Opportunities
hopkinton-area-land-trust-ma	https://findalandtrust.org/land-trusts/explore/hopkinton-area-land-trust-ma	Hopkinton Area Land Trust						855	Middlesex	Yes	9		140	15	1995	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
riverlink-inc-nc	https://findalandtrust.org/land-trusts/explore/riverlink-inc-nc	RiverLink, Inc.	RiverLink, Inc.	170 Lyman St	Asheville	NC	28801-4372	190	Buncombe, Henderson, Madison, Transylvania	Yes	15	4	1,103	1,000	2015	Public Access|Volunteer Opportunities
avalonia-land-conservancy-ct	https://findalandtrust.org/land-trusts/explore/avalonia-land-conservancy-ct	Avalonia Land Conservancy	Avalonia Land Conservancy	PO Box 49	Old Mystic	CT	06372-0049	4,398	New London	Yes	9	1	1,873	84	1998	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
french-creek-valley-conservancy-pa	https://findalandtrust.org/land-trusts/explore/french-creek-valley-conservancy-pa	French Creek Valley Conservancy	French Creek Valley Conservancy	411 Chestnut St	Meadville	PA	16335-2963	64	Chautauqua	Yes	10	3	398	530	1996	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
great-meadows-conservation-trust-ct	https://findalandtrust.org/land-trusts/explore/great-meadows-conservation-trust-ct	Great Meadows Conservation Trust	Great Meadows Conservation Trust	PO Box 171	Glastonbury	CT	06033-0171	189	Hartford	Yes	12		263	16	2004	Public Access|Volunteer Opportunities
southeast-alaska-land-trust-ak	https://findalandtrust.org/land-trusts/explore/southeast-alaska-land-trust-ak	Southeast Alaska Land Trust	Southeast Alaska Land Trust	119 Seward St Ste 2	Juneau	AK	99801-1268	3,790	Haines, Hoonan-Angoon, Juneau, Ketchikan Gateway, Petersburg, Pr of Wales-Hyder, Defunct-Prince of Wales-Outer Ketchikan, Sitka, Skagway Municipality, Wrangel, Defunct-Wrangell-Petersburg, Yakutat	Yes	11	4	250	22	1995	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
katy-prairie-conservancy-tx	https://findalandtrust.org/land-trusts/explore/katy-prairie-conservancy-tx	Katy Prairie Conservancy	Katy Prairie Conservancy	5615 Kirby Dr Ste 867	Houston	TX	77005-2458	29,161	Fort Bend, Harris, Waller	Yes	8	5	392	5	1995	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
san-isabel-land-protection-trust-co	https://findalandtrust.org/land-trusts/explore/san-isabel-land-protection-trust-co	San Isabel Land Protection Trust	San Isabel Land Protection Trust	PO Box 124	Westcliffe	CO	81252-0124	42,442	Custer, Fremont, Huerfano, Pueblo	Yes	10	1	250	10	1995	Public Access|Volunteer Opportunities
three-rivers-land-trust-nc	https://findalandtrust.org/land-trusts/explore/three-rivers-land-trust-nc	Three Rivers Land Trust	Three Rivers Land Trust	204 E Innes St Ste 280	Salisbury	NC	28144-5191	55,099	Anson, Cabarrus, Davidson, Davie, Iredell, Montgomery, Randolph, Richmond, Rowan, Stanly	Yes	20	9	1,481	50	1997	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
guilford-land-conservation-trust-ct	https://findalandtrust.org/land-trusts/explore/guilford-land-conservation-trust-ct	Guilford Land Conservation Trust	Guilford Land Conservation Trust	PO Box 200	Guilford	CT	06437-0200	3,165	New Haven	Yes	12		1,500	100	2003	Public Access|Volunteer Opportunities
south-kingstown-land-trust-ri	https://findalandtrust.org/land-trusts/explore/south-kingstown-land-trust-ri	South Kingstown Land Trust	South Kingstown Land Trust	17 Matunuck Beach Rd	South Kingston	RI	02879	3,024	Washington	Yes	15	1	1,200	100	1986	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
chehalis-river-basin-land-trust-wa	https://findalandtrust.org/land-trusts/explore/chehalis-river-basin-land-trust-wa	Chehalis River Basin Land Trust	Chehalis River Basin Land Trust	PO Box 563	Centralia	WA	98531-0563	4,357	Grays Harbor, Lewis, Mason, Thurston	Yes	6		53	18	1995	Public Access|Volunteer Opportunities
georgia-alabama-land-trust-al	https://findalandtrust.org/land-trusts/explore/georgia-alabama-land-trust-al	Georgia-Alabama Land Trust	Georgia-Alabama Land Trust	226 Old Ladiga Road	Piedmont	AL	36272-1467	102,666	Autauga, Baldwin, Barbour, Bibb, Blount, Bullock, Butler, Calhoun, Chambers, Cherokee, Chilton, Choctaw, Clarke, Clay, Cleburne, Coffee, Colbert, Conecuh, Coosa, Covington, Crenshaw, Cullman, Dale, Dallas, De Kalb, Elmore, Escambia, Etowah, Fayette, Franklin, Geneva, Greene, Hale, Henry, Houston, Jackson, Jefferson, Lamar, Lauderdale, Lawrence, Lee, Limestone, Lowndes, Macon, Madison, Marengo, Marion, Marshall, Mobile, Monroe, Montgomery, Morgan, Perry, Pickens, Pike, Randolph, Russell, St. Clair, Shelby, Sumter, Talladega, Tallapoosa, Tuscaloosa, Walker, Washington, Wilcox, Winston	Yes	16	20	150	6	1994	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
rio-grande-headwaters-land-trust-co	https://findalandtrust.org/land-trusts/explore/rio-grande-headwaters-land-trust-co	Rio Grande Headwaters Land Trust	Rio Grande Headwaters Land Trust	PO Box 444	del Norte	CO	81132-0444	28,194	Alamosa, Conejos, Costilla, Mineral, Rio Grande, Saguache	Yes	8	2	200		1997	Agricultural Land|Forests|Wildlife Habitat
east-quabbin-land-trust-ma	https://findalandtrust.org/land-trusts/explore/east-quabbin-land-trust-ma	East Quabbin Land Trust	East Quabbin Land Trust	PO Box 5 120 Ridge Road	Hardwick	MA	01037-0005	4,766	Hampshire, Worcester	Yes	12	1	325	50	1995	Public Access|Volunteer Opportunities
cove-point-natural-heritage-trust-md	https://findalandtrust.org/land-trusts/explore/cove-point-natural-heritage-trust-md	Cove Point Natural Heritage Trust	Cove Point Natural Heritage Trust	PO Box 336	Lusby	MD	20657-0336	51	Calvert	Yes	7	1	3	10	1995	Public Access|Volunteer Opportunities
granby-land-trust-ct	https://findalandtrust.org/land-trusts/explore/granby-land-trust-ct	Granby Land Trust	Granby Land Trust	PO Box 23	West Granby	CT	06090-0023	3,297	Hartford, Litchfield	Yes	18		450	100	2003	Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
northern-virginia-conservation-trust-va	https://findalandtrust.org/land-trusts/explore/northern-virginia-conservation-trust-va	Northern Virginia Conservation Trust	Northern Virginia Conservation Trust	4022 Hummer Rd Ste A	Annandale	VA	22003-2403	5,028	Arlington, Caroline, Fauquier, King George, Loudoun, Prince William, Spotsylvania, Stafford, Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, Manassas Park	Yes	18	8	1,000	75	1994	Public Access|Volunteer Opportunities
essex-land-trust-ct	https://findalandtrust.org/land-trusts/explore/essex-land-trust-ct	Essex Land Trust	Essex Land Trust	PO Box 373	Essex	CT	06426-0373	650	Middlesex	Yes	12		450	100	1991	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
east-granby-land-trust-ct	https://findalandtrust.org/land-trusts/explore/east-granby-land-trust-ct	East Granby Land Trust	East Granby Land Trust	PO Box 39	East Granby	CT	06026-0039	280	Hartford	Yes	15	23	60		2005	Trails|Public Access|Forests|Wildlife Habitat
three-valley-conservation-trust-oh	https://findalandtrust.org/land-trusts/explore/three-valley-conservation-trust-oh	Three Valley Conservation Trust	Three Valley Conservation Trust	5995 Fairfield Rd Ste 3B	Oxford	OH	45056-1587	100	Union	Yes	14	3	230	150	1994	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
goshen-land-trust-ct	https://findalandtrust.org/land-trusts/explore/goshen-land-trust-ct	Goshen Land Trust	Goshen Land Trust	PO Box 501	Goshen	CT	06756-0501	728	Litchfield	Yes	13		470	50	2003	Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
